playerID,yearID,stint,inMater,Name,Age,teamID,lgID,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
haselad01,2020,1,1,Adam Haseley,24,PHI,NL,162,225,196,19,52,12,0,1,30,0,0,17,44,2,4,6,2,7
hechaad01,2020,1,1,Adeiny Hechavarria,31,ATL,NL,162,154,144,17,36,7,0,1,7,0,0,10,31,0,0,0,0,3
garciad02,2020,1,1,Adolis García,27,TEX,AL,162,17,15,0,1,0,0,0,0,0,0,2,9,0,0,0,0,0
polloaj01,2020,1,1,AJ Pollock,32,LAD,NL,162,515,477,71,127,22,0,35,78,5,4,32,114,2,1,0,5,14
almoral01,2020,1,1,Albert Almora,26,CHC,NL,162,83,74,10,13,3,0,0,4,0,0,7,22,0,2,0,0,0
pujolal01,2020,1,1,Albert Pujols,40,LAA,AL,162,399,370,38,82,19,0,14,58,1,0,24,68,2,3,0,2,9
bohmal01,2020,1,1,Alec Bohm,23,PHI,NL,162,441,393,57,124,25,0,10,55,3,2,39,92,0,5,0,4,10
millsal02,2020,1,1,Alec Mills,28,CHC,NL,162,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
diazal02,2020,1,1,Aledmys Díaz,29,HOU,AL,162,145,141,19,33,11,0,7,15,0,0,4,31,0,0,0,0,3
kirkal01,2020,1,1,Alejandro Kirk,21,TOR,AL,162,61,58,9,20,4,0,2,7,0,0,3,11,0,0,0,0,0
avilaal01,2020,1,1,Alex Avila,33,MIN,AL,162,152,124,15,24,5,0,3,7,0,0,24,51,0,4,0,0,5
bregmal01,2020,1,1,Alex Bregman,26,HOU,AL,162,441,379,47,90,27,2,14,53,1,0,55,72,2,5,0,2,6
dickeal01,2020,1,1,Alex Dickerson,30,SFG,NL,162,417,371,65,105,23,2,22,62,1,0,39,79,4,5,0,2,11
gordoal01,2020,1,1,Alex Gordon,36,KCR,AL,162,451,400,39,84,11,0,10,31,1,0,43,95,0,7,0,1,2
jacksal02,2020,1,1,Alex Jackson,24,ATL,NL,162,17,17,0,5,2,0,0,0,0,0,0,9,0,0,0,0,2
verdual01,2020,1,1,Alex Verdugo,24,BOS,AL,162,541,491,83,144,36,0,15,40,9,0,42,115,2,5,0,3,10
sanchal04,2020,1,1,Ali Sanchez,23,NYM,NL,162,25,23,1,3,0,0,0,1,0,0,2,7,0,0,0,0,4
rosaram01,2020,1,1,Amed Rosario,24,NYM,NL,162,360,345,47,85,9,2,10,37,1,2,14,85,0,1,0,0,11
tejedan01,2020,1,1,Anderson Tejeda,22,TEX,AL,162,189,182,18,45,9,2,7,20,8,2,7,69,0,0,0,0,5
simmoan01,2020,1,1,Andrelton Simmons,30,LAA,AL,162,311,287,44,81,16,0,2,26,5,0,21,46,0,3,0,0,11
gimenan01,2020,1,1,Andres Gimenez,21,NYM,NL,162,323,289,51,74,8,4,8,30,17,2,19,71,0,13,0,2,1
beninan01,2020,1,1,Andrew Benintendi,25,BOS,AL,162,127,99,11,13,3,0,1,4,2,4,24,40,0,2,2,0,2
knappan01,2020,1,1,Andrew Knapp,28,PHI,NL,162,218,181,22,48,10,2,5,34,0,0,33,48,0,2,0,2,3
kniznan01,2020,1,1,Andrew Knizner,25,STL,NL,162,42,39,3,10,2,0,0,9,0,0,1,12,0,0,0,2,4
mccutan01,2020,1,1,Andrew McCutchen,33,PHI,NL,162,590,531,76,131,22,0,23,79,9,0,53,123,0,3,0,3,10
rominan01,2020,1,1,Andrew Romine,34,TEX,AL,162,10,10,2,2,2,0,0,0,0,0,0,3,0,0,0,0,0
stevean01,2020,1,1,Andrew Stevenson,26,WSN,NL,162,115,101,24,34,15,2,5,26,4,0,12,27,0,2,0,0,0
susacan01,2020,1,1,Andrew Susac,30,PIT,NL,162,10,6,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
velazan01,2020,1,1,Andrew Velazquez,25,BAL,AL,162,189,158,26,27,3,2,1,10,8,4,23,55,0,0,8,0,5
youngan02,2020,1,1,Andy Young,26,ARI,NL,162,83,66,8,13,5,0,2,10,0,0,11,24,0,6,0,0,0
alforan01,2020,1,1,Anthony Alford,25,TOT,MLB,162,71,68,11,15,0,2,4,15,6,0,3,19,0,0,0,0,0
bemboan01,2020,1,1,Anthony Bemboom,30,LAA,AL,162,147,121,21,25,3,0,7,13,0,2,16,33,0,4,4,2,1
rendoan01,2020,1,1,Anthony Rendon,30,LAA,AL,162,568,471,70,129,26,2,21,73,1,0,85,88,4,11,0,1,22
rizzoan01,2020,1,1,Anthony Rizzo,30,CHC,NL,162,595,504,64,112,16,0,25,60,7,2,65,104,8,21,0,5,14
santaan02,2020,1,1,Anthony Santander,25,BAL,AL,162,404,373,56,95,29,2,24,72,1,2,26,69,6,5,0,0,5
aquinar01,2020,1,1,Aristides Aquino,26,CIN,NL,162,137,117,17,21,3,0,5,19,2,0,14,42,0,6,0,0,2
cabreas01,2020,1,1,Asdrubal Cabrera,34,WSN,NL,162,522,466,57,111,22,6,19,72,1,0,46,104,0,1,0,9,14
adamsau02,2020,1,1,Austin Adams,29,SDP,NL,162,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
allenau01,2020,1,1,Austin Allen,26,OAK,AL,162,78,75,4,15,3,0,2,7,0,0,3,32,0,0,0,0,0
barneau01,2020,1,1,Austin Barnes,30,LAD,NL,162,255,214,33,51,8,0,3,23,7,0,30,60,0,5,4,2,1
deanau01,2020,1,1,Austin Dean,26,STL,NL,162,17,11,2,3,2,0,0,0,0,0,6,5,0,0,0,0,0
haysau01,2020,1,1,Austin Hays,24,BAL,AL,162,328,298,47,80,6,0,10,24,5,6,21,65,0,5,0,4,3
hedgeau01,2020,1,1,Austin Hedges,27,TOT,MLB,162,203,172,18,27,3,0,7,16,2,2,15,55,0,4,10,2,7
meadoau01,2020,1,1,Austin Meadows,25,TBR,AL,162,372,325,46,67,19,2,10,33,5,2,40,117,0,3,0,4,1
nolaau01,2020,1,1,Austin Nola,30,TOT,MLB,162,451,396,57,104,21,2,16,65,1,0,43,89,2,7,0,5,8
rileyau01,2020,1,1,Austin Riley,23,ATL,NL,162,505,459,58,108,18,2,19,64,1,0,40,122,2,3,0,3,12
rominau01,2020,1,1,Austin Romine,31,DET,AL,162,331,315,31,74,12,0,6,40,1,0,13,109,0,1,0,2,7
slateau01,2020,1,1,Austin Slater,27,SFG,NL,162,255,212,41,57,6,2,11,19,17,2,36,56,0,5,2,0,5
garciav01,2020,1,1,Avisail Garcia,29,MIL,NL,162,507,445,50,104,24,0,7,40,3,6,48,122,4,13,0,1,6
gamelbe01,2020,1,1,Ben Gamel,28,MIL,NL,162,311,279,32,65,18,2,8,26,1,4,31,92,0,1,0,0,9
hamilbi02,2020,1,1,Billy Hamilton,29,TOT,NL,162,88,79,22,11,1,0,2,6,12,4,5,18,0,0,2,2,0
mckinbi01,2020,1,1,Billy McKinney,25,TOR,AL,162,7,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
bichebo01,2020,1,1,Bo Bichette,22,TOR,AL,162,314,298,42,85,20,2,12,52,9,2,15,69,2,1,0,0,5
dalbebo01,2020,1,1,Bobby Dalbec,25,BOS,AL,162,225,198,31,50,8,0,17,36,0,0,23,88,0,4,0,0,1
millebr02,2020,1,1,Brad Miller,30,STL,NL,162,419,353,51,81,19,2,16,58,3,0,57,111,2,7,0,2,5
bishobr01,2020,1,1,Braden Bishop,26,SEA,AL,162,83,74,6,13,5,0,0,10,2,0,5,24,0,2,2,0,0
zimmebr01,2020,1,1,Bradley Zimmer,27,CLE,AL,162,123,95,9,17,1,0,3,8,4,2,16,34,0,10,0,2,4
beltbr01,2020,1,1,Brandon Belt,32,SFG,NL,162,439,371,59,108,29,2,20,69,1,0,67,92,2,1,0,0,12
crawfbr01,2020,1,1,Brandon Crawford,33,SFG,NL,162,473,422,62,105,27,0,18,65,3,4,37,116,4,9,0,5,8
dixonbr01,2020,1,1,Brandon Dixon,28,DET,AL,162,34,31,1,3,2,0,0,5,0,0,3,10,0,0,0,0,2
drurybr01,2020,1,1,Brandon Drury,27,TOR,AL,162,120,112,8,18,3,0,1,4,0,0,6,24,0,0,0,2,0
lowebr01,2020,1,1,Brandon Lowe,25,TBR,AL,162,549,476,83,124,22,4,31,85,7,0,59,142,0,9,0,5,6
nimmobr01,2020,1,1,Brandon Nimmo,27,NYM,NL,162,551,462,77,124,20,6,19,47,3,4,75,112,0,13,0,1,4
rodgebr02,2020,1,1,Brendan Rodgers,23,COL,NL,162,51,50,3,6,2,0,0,5,0,0,1,14,0,0,0,0,0
rookebr01,2020,1,1,Brent Rooker,25,MIN,AL,162,51,46,9,14,4,0,2,11,0,0,1,12,0,4,0,0,0
gardnbr01,2020,1,1,Brett Gardner,36,NYY,AL,162,387,324,48,72,13,2,12,38,7,6,58,88,0,3,0,2,1
phillbr02,2020,1,1,Brett Phillips,26,TOT,AL,162,145,127,23,25,1,4,5,13,12,2,18,37,0,0,0,0,1
anderbr06,2020,1,1,Brian Anderson,27,MIA,NL,162,561,492,65,122,18,2,25,87,1,0,53,158,2,13,0,3,6
doziebr01,2020,1,1,Brian Dozier,33,NYM,NL,162,39,36,3,5,0,0,0,1,0,0,3,12,0,0,0,0,2
goodwbr01,2020,1,1,Brian Goodwin,29,TOT,MLB,162,402,355,42,77,21,2,14,52,11,0,40,127,2,3,0,4,3
navarbr01,2020,1,1,Brian Navarreto,25,MIA,NL,162,12,12,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0
ogradbr01,2020,1,1,Brian O'Grady,28,TBR,AL,162,12,12,4,4,2,0,0,0,2,0,0,3,0,0,0,0,0
holtbr01,2020,1,1,Brock Holt,32,TOT,NL,162,260,233,29,49,14,0,1,15,3,0,22,60,0,3,0,2,7
holadbr01,2020,1,1,Bryan Holaday,32,BAL,AL,162,81,76,12,13,3,0,0,10,0,0,5,22,0,0,0,0,2
reynobr01,2020,1,1,Bryan Reynolds,25,PIT,NL,162,510,454,58,89,16,4,17,48,3,2,50,138,0,3,0,1,6
harpebr03,2020,1,1,Bryce Harper,27,PHI,NL,162,598,479,94,124,22,4,29,78,17,4,107,114,16,5,2,5,12
starlbu01,2020,1,1,Bubba Starling,27,KCR,AL,162,157,145,13,26,3,0,3,13,0,0,10,61,0,0,0,2,1
buxtoby01,2020,1,1,Byron Buxton,26,MIN,AL,162,331,315,45,78,8,0,28,60,5,2,9,87,0,3,0,4,5
croncj01,2020,1,1,C.J. Cron,30,DET,AL,162,127,105,21,21,7,0,9,18,0,0,20,38,0,2,0,0,4
josepca01,2020,1,1,Caleb Joseph,34,TOR,AL,162,22,20,4,3,0,0,2,4,0,0,2,3,0,0,0,0,0
gallaca01,2020,1,1,Cam Gallagher,27,KCR,AL,162,147,131,23,35,11,0,3,9,0,0,14,29,0,0,2,0,1
maybica01,2020,1,1,Cameron Maybin,33,TOT,MLB,162,247,226,21,55,18,2,3,19,7,0,18,61,0,3,0,0,9
correca01,2020,1,1,Carlos Correa,25,HOU,AL,162,541,491,55,126,22,0,13,60,1,0,40,123,4,7,0,3,10
santaca01,2020,1,1,Carlos Santana,34,CLE,AL,162,625,515,81,105,18,0,19,72,1,0,104,115,2,3,0,3,12
kellyca02,2020,1,1,Carson Kelly,25,ARI,NL,162,316,296,28,65,12,0,12,44,1,0,17,73,0,3,0,0,9
kieboca01,2020,1,1,Carter Kieboom,22,WSN,NL,162,299,247,36,51,4,0,2,24,1,2,39,80,0,11,0,2,13
biggica01,2020,1,1,Cavan Biggio,25,TOR,AL,162,649,547,95,134,37,0,19,69,13,1,92,152,0,7,0,1,6
mullice01,2020,1,1,Cedric Mullins,25,BAL,AL,162,375,342,40,90,11,6,8,31,15,4,22,91,0,3,8,0,1
hernace02,2020,1,1,Cesar Hernandez,30,CLE,AL,162,639,571,83,155,44,0,9,52,1,0,58,144,0,5,2,1,8
puellce01,2020,1,1,Cesar Puello,29,BOS,AL,162,27,21,3,7,0,0,0,1,0,0,4,5,0,0,2,0,0
pindech01,2020,1,1,Chad Pinder,28,OAK,AL,162,149,137,19,31,7,0,5,19,0,0,12,33,0,0,0,0,7
wallach01,2020,1,1,Chad Wallach,28,MIA,NL,162,118,108,10,24,7,0,3,14,0,0,8,30,0,0,2,0,2
trompch01,2020,1,1,Chadwick Tromp,25,SFG,NL,162,157,149,25,32,3,0,9,23,0,0,4,47,0,0,0,4,7
siscoch01,2020,1,1,Chance Sisco,25,BAL,AL,162,296,244,28,53,10,0,10,26,1,0,39,96,0,13,0,0,3
blackch02,2020,1,1,Charlie Blackmon,33,COL,NL,162,605,542,74,156,28,2,15,96,5,2,47,116,8,5,0,11,10
culbech01,2020,1,1,Charlie Culberson,31,ATL,NL,162,17,17,4,3,2,0,0,2,0,0,0,9,0,0,0,0,0
cuthbch01,2020,1,1,Cheslor Cuthbert,27,CHW,AL,162,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
davisch02,2020,1,1,Chris Davis,34,BAL,AL,162,135,127,9,17,7,0,1,5,0,0,8,40,0,0,0,0,0
owingch01,2020,1,1,Chris Owings,28,COL,NL,162,108,100,20,26,3,0,5,12,2,0,8,27,0,0,0,0,0
tayloch03,2020,1,1,Chris Taylor,29,LAD,NL,162,524,456,71,119,24,4,19,74,7,4,60,134,0,5,2,1,8
arroych01,2020,1,1,Christian Arroyo,25,TOT,AL,162,132,122,17,29,3,0,7,19,0,0,10,28,0,0,0,0,4
colonch01,2020,1,1,Christian Colon,31,CIN,NL,162,59,56,7,8,2,0,0,5,2,0,3,9,0,0,0,0,2
vazquch01,2020,1,1,Christian Vazquez,29,BOS,AL,162,463,422,53,115,21,0,16,55,9,6,39,107,0,1,0,1,14
walkech02,2020,1,1,Christian Walker,29,ARI,NL,162,595,534,82,140,40,2,17,80,3,2,47,128,0,7,0,7,14
yelicch01,2020,1,1,Christian Yelich,28,MIL,NL,162,605,500,90,104,18,2,27,56,9,4,101,180,4,3,0,1,10
stewach02,2020,1,1,Christin Stewart,26,DET,AL,162,243,220,17,39,8,0,7,23,1,0,14,71,0,5,0,2,5
frazicl01,2020,1,1,Clint Frazier,25,NYY,AL,162,392,327,56,84,15,2,18,60,7,0,56,106,0,7,0,2,11
bellico01,2020,1,1,Cody Bellinger,24,LAD,NL,162,595,524,78,124,24,0,27,72,13,2,69,112,4,1,0,1,10
tuckeco01,2020,1,1,Cole Tucker,23,PIT,NL,162,284,265,40,58,8,0,3,22,3,0,14,75,0,1,2,2,7
moranco01,2020,1,1,Colin Moran,27,PIT,NL,162,490,436,66,106,23,0,23,56,1,0,46,127,0,5,0,3,20
dickeco01,2020,1,1,Corey Dickerson,31,MIA,NL,162,515,473,61,119,14,2,17,44,3,2,38,94,2,1,0,1,12
seageco01,2020,1,1,Corey Seager,26,LAD,NL,162,568,517,88,151,28,2,33,93,3,0,43,100,0,3,0,5,18
pachecr01,2020,1,1,Cristian Pache,21,ATL,NL,162,10,10,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0
casalcu01,2020,1,1,Curt Casali,31,CIN,NL,162,228,190,25,42,8,0,13,20,2,0,32,69,0,6,0,0,5
johnsda07,2020,1,1,Daniel Johnson,24,CLE,AL,162,32,29,1,3,0,0,0,1,0,0,3,12,2,0,0,0,0
murphda08,2020,1,1,Daniel Murphy,35,COL,NL,162,323,299,27,70,8,0,8,38,1,0,19,57,4,1,0,2,7
roberda10,2020,1,1,Daniel Robertson,26,SFG,NL,162,59,52,9,16,0,0,0,5,0,0,7,15,0,0,0,0,0
vogelda01,2020,1,1,Daniel Vogelbach,27,TOT,MLB,162,333,285,39,60,8,0,14,38,1,0,45,81,2,3,0,0,7
janseda01,2020,1,1,Danny Jansen,25,TOR,AL,162,360,299,43,57,9,0,14,47,1,0,48,79,0,5,6,2,3
mendida01,2020,1,1,Danny Mendick,26,CHW,AL,162,279,260,28,62,10,2,7,17,1,2,16,63,0,1,0,2,7
santada01,2020,1,1,Danny Santana,29,TEX,AL,162,154,136,15,22,9,0,3,17,4,0,16,55,0,0,0,2,3
swansda01,2020,1,1,Dansby Swanson,26,ATL,NL,162,647,581,111,154,35,0,23,83,11,1,54,172,0,9,0,3,2
rufda01,2020,1,1,Darin Ruf,33,SFG,NL,162,245,214,27,57,14,0,11,41,3,0,30,57,0,1,0,0,3
varshda01,2020,1,1,Daulton Varsho,23,ARI,NL,162,282,249,38,48,12,4,7,24,7,2,28,79,0,5,0,0,3
boteda01,2020,1,1,David Bote,27,CHC,NL,162,355,308,37,63,8,2,16,65,5,0,40,96,0,5,0,2,13
dahlda01,2020,1,1,David Dahl,26,COL,NL,162,243,226,23,43,6,4,1,23,3,0,12,67,0,3,0,2,1
fletcda02,2020,1,1,David Fletcher,26,LAA,AL,162,564,507,74,153,30,0,9,47,5,2,49,76,0,1,2,5,10
peralda01,2020,1,1,David Peralta,32,ARI,NL,162,534,494,49,141,24,2,13,78,3,0,34,115,0,1,0,5,10
lugoda01,2020,1,1,Dawel Lugo,25,DET,AL,162,27,25,7,5,0,0,0,3,0,0,2,3,0,0,0,0,2
camerda01,2020,1,1,Daz Cameron,23,DET,AL,162,145,139,11,27,5,2,1,9,2,0,6,45,0,0,0,0,3
gordode01,2020,1,1,Dee Strange-Gordon,32,SEA,AL,162,201,184,28,37,3,0,1,10,6,4,13,35,0,4,0,0,3
grullde01,2020,1,1,Deivy Grullon,24,BOS,AL,162,10,8,0,2,0,0,0,2,0,0,2,3,0,0,0,0,0
deshide02,2020,1,1,Delino DeShields,27,CLE,AL,162,294,262,26,65,8,4,2,20,7,4,23,72,0,1,8,0,1
dietrde01,2020,1,1,Derek Dietrich,30,TEX,AL,162,184,153,22,31,3,0,11,20,2,2,21,51,0,10,0,0,9
fishede01,2020,1,1,Derek Fisher,26,TOR,AL,162,96,78,12,18,5,2,3,16,0,2,16,27,0,0,0,2,0
hillde01,2020,1,1,Derek Hill,24,DET,AL,162,29,27,7,3,0,0,0,1,0,0,2,13,0,0,0,0,0
fowlede01,2020,1,1,Dexter Fowler,34,STL,NL,162,247,220,33,51,6,0,9,35,3,2,24,67,0,3,0,0,5
gregodi01,2020,1,1,Didi Gregorius,30,PHI,NL,162,581,526,80,143,24,4,23,91,7,4,39,83,6,9,2,5,10
herredi01,2020,1,1,Dilson Herrera,26,BAL,AL,162,15,13,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0
lemahdj01,2020,1,1,DJ LeMahieu,31,NYY,AL,162,529,477,93,161,24,4,23,64,7,0,44,67,0,5,0,3,8
stewadj01,2020,1,1,DJ Stewart,26,BAL,AL,162,274,221,32,44,6,0,15,35,1,0,44,89,0,5,4,0,1
santado01,2020,1,1,Domingo Santana,27,CLE,AL,162,206,175,16,30,7,0,5,28,0,0,29,60,0,2,0,0,5
smithdo02,2020,1,1,Dominic Smith,25,NYM,NL,162,488,434,64,130,45,2,23,94,1,0,36,113,0,11,0,7,6
solando01,2020,1,1,Donovan Solano,32,SFG,NL,162,497,461,54,142,33,2,9,68,1,0,28,101,0,5,0,3,6
waltodo01,2020,1,1,Donovan Walton,26,SEA,AL,162,34,31,1,5,2,0,0,7,0,2,3,12,0,0,0,0,2
buterdr01,2020,1,1,Drew Butera,36,COL,NL,162,105,95,10,16,5,0,1,10,0,0,6,27,0,0,2,2,6
garnedu01,2020,1,1,Dustin Garneau,32,HOU,AL,162,113,95,10,16,1,2,3,10,0,0,14,35,0,0,4,0,2
smithdw02,2020,1,1,Dwight Smith Jr.,27,BAL,AL,162,176,155,22,34,7,0,5,15,2,0,17,46,2,2,0,2,3
carlsdy01,2020,1,1,Dylan Carlson,21,STL,NL,162,292,268,28,55,16,2,8,38,3,2,21,84,0,1,0,2,7
mooredy01,2020,1,1,Dylan Moore,27,SEA,AL,162,390,339,60,84,21,0,18,42,25,10,34,104,0,17,0,0,9
rosared01,2020,1,1,Eddie Rosario,28,MIN,AL,162,566,513,74,129,18,0,29,95,7,2,47,94,4,1,0,5,8
alvared01,2020,1,1,Eddy Alvarez,30,MIA,NL,162,100,90,14,18,3,0,1,6,4,0,8,37,0,2,0,0,0
escobed01,2020,1,1,Eduardo Escobar,31,ARI,NL,162,544,495,55,106,18,6,11,51,3,0,39,107,8,5,0,5,12
nunezed02,2020,1,1,Eduardo Nunez,33,NYM,NL,162,5,5,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
olivaed02,2020,1,1,Edward Olivares,24,TOT,MLB,162,247,232,23,55,6,2,7,25,1,4,12,61,0,1,0,2,3
encared01,2020,1,1,Edwin Encarnacion,37,CHW,AL,162,443,391,47,66,13,0,22,47,1,0,39,128,0,9,0,2,8
riosed01,2020,1,1,Edwin Rios,26,LAD,NL,162,203,186,30,45,13,0,17,38,0,0,11,45,0,4,0,2,5
adriaeh01,2020,1,1,Ehire Adrianza,30,MIN,AL,162,247,218,25,43,16,0,1,11,3,0,26,57,0,3,0,0,7
whiteel04,2020,1,1,Eli White,26,TEX,AL,162,127,117,13,23,5,0,1,8,2,2,8,38,0,0,0,2,0
diazel01,2020,1,1,Elias Diaz,29,COL,NL,162,179,166,12,39,5,0,5,21,0,0,13,38,0,0,0,0,9
sotoel01,2020,1,1,Elliot Soto,30,LAA,AL,162,17,15,4,5,2,0,0,0,0,0,2,3,0,0,0,0,0
jimenel02,2020,1,1,Eloy Jimenez,23,CHW,AL,162,554,517,63,146,32,0,31,93,1,0,33,138,0,1,0,3,10
andruel01,2020,1,1,Elvis Andrus,31,TEX,AL,162,272,251,28,50,12,0,7,19,7,2,20,43,0,1,0,0,11
bonifem01,2020,1,1,Emilio Bonifacio,35,WSN,NL,162,7,7,2,0,0,0,0,0,0,2,0,4,0,0,0,0,0
inciaen01,2020,1,1,Ender Inciarte,29,ATL,NL,162,321,285,41,56,6,2,4,26,9,2,29,65,0,1,2,4,1
hernaen02,2020,1,1,Enrique Hernandez,28,LAD,NL,162,363,338,47,77,19,2,12,47,1,2,18,79,0,5,0,2,11
haaseer01,2020,1,1,Eric Haase,27,DET,AL,162,47,42,3,8,0,0,0,5,0,0,3,14,0,0,0,2,0
hosmeer01,2020,1,1,Eric Hosmer,30,SDP,NL,162,382,349,54,96,15,0,20,79,9,0,24,74,0,5,0,4,7
sogarer01,2020,1,1,Eric Sogard,34,MIL,NL,162,314,282,26,59,12,0,4,26,1,0,27,55,0,3,0,2,3
thameer01,2020,1,1,Eric Thames,33,WSN,NL,162,343,303,27,62,12,0,8,31,3,0,33,100,2,7,0,0,5
mejiaer01,2020,1,1,Erick Mejia,25,KCR,AL,162,39,34,3,3,2,0,0,1,2,0,1,16,0,0,2,0,0
gonzaer01,2020,1,1,Erik Gonzalez,28,PIT,NL,162,473,440,38,99,29,2,8,49,5,6,23,124,0,1,2,7,12
kratzer01,2020,1,1,Erik Kratz,40,NYY,AL,162,74,69,6,21,5,0,0,9,0,0,5,16,0,0,0,0,0
flories01,2020,1,1,Estevan Florial,22,NYY,AL,162,7,7,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
suareeu01,2020,1,1,Eugenio Suarez,28,CIN,NL,162,566,489,70,101,20,0,33,87,5,0,69,160,2,5,0,3,12
longoev01,2020,1,1,Evan Longoria,34,SFG,NL,162,512,470,62,117,24,2,17,66,1,2,30,102,0,5,0,7,22
whiteev01,2020,1,1,Evan White,24,SEA,AL,162,495,445,48,82,17,0,19,62,3,4,44,191,0,3,0,3,8
tatisfe02,2020,1,1,Fernando Tatis Jr.,21,SDP,NL,162,630,552,113,147,26,4,37,102,23,6,64,151,2,11,0,3,14
cordefr02,2020,1,1,Franchy Cordero,25,KCR,AL,162,103,93,16,20,7,0,5,16,2,0,10,13,0,0,0,0,2
cervefr01,2020,1,1,Francisco Cervelli,34,MIA,NL,162,152,132,23,32,5,0,7,17,2,0,18,35,0,2,0,0,7
lindofr01,2020,1,1,Francisco Lindor,26,CLE,AL,162,652,580,73,146,31,0,19,67,13,5,58,112,4,9,0,5,18
mejiafr01,2020,1,1,Francisco Mejia,24,SDP,NL,162,103,95,12,10,3,0,3,6,0,0,4,23,0,4,0,0,2
barrefr02,2020,1,1,Franklin Barreto,24,TOT,AL,162,69,66,11,7,0,0,0,5,2,0,1,33,0,2,0,0,0
reyesfr01,2020,1,1,Franmil Reyes,24,CLE,AL,162,590,519,66,137,24,0,21,79,1,0,57,165,0,3,0,11,14
freemfr01,2020,1,1,Freddie Freeman,30,ATL,NL,162,642,534,115,169,50,2,29,119,5,0,100,104,14,7,0,1,14
galvifr01,2020,1,1,Freddy Galvis,30,CIN,NL,162,390,347,44,76,13,0,16,40,3,2,32,78,0,11,0,0,11
coopega03,2020,1,1,Garrett Cooper,29,MIA,NL,162,326,294,47,80,18,0,14,46,1,0,27,77,0,5,0,0,11
hampsga01,2020,1,1,Garrett Hampson,25,COL,NL,162,451,408,59,94,11,6,12,31,13,2,33,141,0,1,6,3,4
stubbga01,2020,1,1,Garrett Stubbs,27,HOU,AL,162,25,21,3,3,0,0,0,3,0,2,0,1,0,0,2,2,0
sanchga02,2020,1,1,Gary Sanchez,27,NYY,AL,162,436,384,47,62,11,0,22,56,1,0,43,148,0,9,0,0,14
luxga01,2020,1,1,Gavin Lux,22,LAD,NL,162,169,154,19,28,5,0,7,19,2,0,15,46,0,0,0,0,1
springe01,2020,1,1,George Springer,30,HOU,AL,162,544,467,85,120,16,4,31,75,3,4,57,101,0,11,0,5,8
stantmi03,2020,1,1,Giancarlo Stanton,30,NYY,AL,162,230,190,29,46,16,0,9,26,2,2,34,65,2,4,0,0,9
urshegi01,2020,1,1,Gio Urshela,28,NYY,AL,162,426,372,57,105,25,0,14,68,3,0,43,70,0,3,0,8,14
torregl01,2020,1,1,Gleyber Torres,23,NYY,AL,162,392,337,42,80,19,0,8,40,3,0,50,74,0,5,0,0,11
greingr01,2020,1,1,Grayson Greiner,27,DET,AL,162,135,125,19,17,5,0,7,19,0,0,8,46,0,2,0,0,4
allengr01,2020,1,1,Greg Allen,27,TOT,MLB,162,78,65,10,11,3,0,2,9,4,0,7,24,0,4,0,2,0
garcigr01,2020,1,1,Greg Garcia,30,SDP,NL,162,174,149,16,30,7,0,1,25,2,0,17,44,0,0,6,2,1
polangr01,2020,1,1,Gregory Polanco,28,PIT,NL,162,426,384,33,63,15,0,16,52,7,2,33,150,0,1,0,6,4
heredgu01,2020,1,1,Guillermo Heredia,29,TOT,NL,162,88,81,14,17,1,0,4,12,2,0,7,22,0,0,0,0,0
alberha01,2020,1,1,Hanser Alberto,27,BAL,AL,162,566,531,82,145,34,0,9,55,7,0,19,86,0,7,4,5,14
castrha01,2020,1,1,Harold Castro,26,DET,AL,162,132,120,15,39,9,0,1,9,0,0,12,28,0,0,0,0,2
ramirha02,2020,1,1,Harold Ramirez,25,MIA,NL,162,27,25,5,5,0,0,0,3,0,2,2,5,0,0,0,0,0
baderha01,2020,1,1,Harrison Bader,26,STL,NL,162,306,262,48,59,16,4,10,28,7,2,31,94,0,11,0,2,5
perezhe01,2020,1,1,Hernan Perez,29,CHC,NL,162,15,15,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0
kendrho01,2020,1,1,Howie Kendrick,36,WSN,NL,162,245,222,27,59,10,0,5,33,1,0,18,45,4,1,0,4,9
doziehu01,2020,1,1,Hunter Dozier,28,KCR,AL,162,456,391,67,89,11,4,14,33,9,0,61,117,0,3,0,1,8
pencehu01,2020,1,1,Hunter Pence,37,SFG,NL,162,137,127,11,15,1,2,5,15,0,0,8,36,0,2,0,0,6
renfrhu01,2020,1,1,Hunter Renfroe,28,TBR,AL,162,341,301,43,50,12,0,18,51,5,0,33,90,0,5,0,2,7
happia01,2020,1,1,Ian Happ,25,CHC,NL,162,566,489,66,123,26,2,27,67,3,6,69,152,2,5,2,1,4
